Mod:Item:MetaData, Localized Name
StorageDrawersForestry:fullDrawers4B:7, Citrus Drawers 2x2
StorageDrawersForestry:fullDrawers4B:8, Giant Sequoia Drawers 2x2
StorageDrawersForestry:fullDrawers4B:9, Ipe Drawers 2x2
StorageDrawersForestry:fullDrawers4B:10, Padauk Drawers 2x2
StorageDrawersForestry:fullDrawers4B:11, Cocobolo Drawers 2x2
StorageDrawersForestry:fullDrawers4B:12, Zebrawood Drawers 2x2
StorageDrawersForestry:halfDrawers2A:0, Compact Larch Drawers 1x2
StorageDrawersForestry:halfDrawers2A:1, Compact Teak Drawers 1x2
StorageDrawersForestry:halfDrawers2A:2, Compact Acacia Drawers 1x2
StorageDrawersForestry:halfDrawers2A:3, Compact Lime Drawers 1x2
StorageDrawersForestry:halfDrawers2A:4, Compact Chestnut Drawers 1x2
StorageDrawersForestry:halfDrawers2A:5, Compact Wenge Drawers 1x2
StorageDrawersForestry:halfDrawers2A:6, Compact Baobab Drawers 1x2
StorageDrawersForestry:halfDrawers2A:7, Compact Sequoia Drawers 1x2
StorageDrawersForestry:halfDrawers2A:8, Compact Kapok Drawers 1x2
StorageDrawersForestry:halfDrawers2A:9, Compact Ebony Drawers 1x2
StorageDrawersForestry:halfDrawers2A:10, Compact Mahogany Drawers 1x2
StorageDrawersForestry:halfDrawers2A:11, Compact Balsa Drawers 1x2
StorageDrawersForestry:halfDrawers2A:12, Compact Willow Drawers 1x2
StorageDrawersForestry:halfDrawers2A:13, Compact Walnut Drawers 1x2
StorageDrawersForestry:halfDrawers2A:14, Compact Greenheart Drawers 1x2
StorageDrawersForestry:halfDrawers2A:15, Compact Cherry Drawers 1x2
StorageDrawersForestry:halfDrawers2B:0, Compact Mahoe Drawers 1x2
StorageDrawersForestry:halfDrawers2B:1, Compact Poplar Drawers 1x2
StorageDrawersForestry:halfDrawers2B:2, Compact Palm Drawers 1x2
StorageDrawersForestry:halfDrawers2B:3, Compact Papaya Drawers 1x2
StorageDrawersForestry:halfDrawers2B:4, Compact Pine Drawers 1x2
StorageDrawersForestry:halfDrawers2B:5, Compact Plum Drawers 1x2
StorageDrawersForestry:halfDrawers2B:6, Compact Maple Drawers 1x2
StorageDrawersForestry:halfDrawers2B:7, Compact Citrus Drawers 1x2
StorageDrawersForestry:halfDrawers2B:8, Compact Giant Sequoia Drawers 1x2
StorageDrawersForestry:halfDrawers2B:9, Compact Ipe Drawers 1x2
StorageDrawersForestry:halfDrawers2B:10, Compact Padauk Drawers 1x2
StorageDrawersForestry:halfDrawers2B:11, Compact Cocobolo Drawers 1x2
StorageDrawersForestry:halfDrawers2B:12, Compact Zebrawood Drawers 1x2
StorageDrawersForestry:halfDrawers4A:0, Compact Larch Drawers 2x2
StorageDrawersForestry:halfDrawers4A:1, Compact Teak Drawers 2x2
StorageDrawersForestry:halfDrawers4A:2, Compact Acacia Drawers 2x2
StorageDrawersForestry:halfDrawers4A:3, Compact Lime Drawers 2x2
StorageDrawersForestry:halfDrawers4A:4, Compact Chestnut Drawers 2x2
StorageDrawersForestry:halfDrawers4A:5, Compact Wenge Drawers 2x2
StorageDrawersForestry:halfDrawers4A:6, Compact Baobab Drawers 2x2
StorageDrawersForestry:halfDrawers4A:7, Compact Sequoia Drawers 2x2
StorageDrawersForestry:halfDrawers4A:8, Compact Kapok Drawers 2x2
StorageDrawersForestry:halfDrawers4A:9, Compact Ebony Drawers 2x2
StorageDrawersForestry:halfDrawers4A:10, Compact Mahogany Drawers 2x2
StorageDrawersForestry:halfDrawers4A:11, Compact Balsa Drawers 2x2
StorageDrawersForestry:halfDrawers4A:12, Compact Willow Drawers 2x2
StorageDrawersForestry:halfDrawers4A:13, Compact Walnut Drawers 2x2
StorageDrawersForestry:halfDrawers4A:14, Compact Greenheart Drawers 2x2
StorageDrawersForestry:halfDrawers4A:15, Compact Cherry Drawers 2x2
StorageDrawersForestry:halfDrawers4B:0, Compact Mahoe Drawers 2x2
StorageDrawersForestry:halfDrawers4B:1, Compact Poplar Drawers 2x2
StorageDrawersForestry:halfDrawers4B:2, Compact Palm Drawers 2x2
StorageDrawersForestry:halfDrawers4B:3, Compact Papaya Drawers 2x2
StorageDrawersForestry:halfDrawers4B:4, Compact Pine Drawers 2x2
StorageDrawersForestry:halfDrawers4B:5, Compact Plum Drawers 2x2
StorageDrawersForestry:halfDrawers4B:6, Compact Maple Drawers 2x2
StorageDrawersForestry:halfDrawers4B:7, Compact Citrus Drawers 2x2
StorageDrawersForestry:halfDrawers4B:8, Compact Giant Sequoia Drawers 2x2
StorageDrawersForestry:halfDrawers4B:9, Compact Ipe Drawers 2x2
StorageDrawersForestry:halfDrawers4B:10, Compact Padauk Drawers 2x2
StorageDrawersForestry:halfDrawers4B:11, Compact Cocobolo Drawers 2x2
StorageDrawersForestry:halfDrawers4B:12, Compact Zebrawood Drawers 2x2
StorageDrawersForestry:trimA:0, Larch Trim
StorageDrawersForestry:trimA:1, Teak Trim
StorageDrawersForestry:trimA:2, Acacia Trim
StorageDrawersForestry:trimA:3, Lime Trim
StorageDrawersForestry:trimA:4, Chestnut Trim
StorageDrawersForestry:trimA:5, Wenge Trim
StorageDrawersForestry:trimA:6, Baobab Trim
StorageDrawersForestry:trimA:7, Sequoia Trim
StorageDrawersForestry:trimA:8, Kapok Trim
StorageDrawersForestry:trimA:9, Ebony Trim
StorageDrawersForestry:trimA:10, Mahogany Trim
StorageDrawersForestry:trimA:11, Balsa Trim
StorageDrawersForestry:trimA:12, Willow Trim
StorageDrawersForestry:trimA:13, Walnut Trim
StorageDrawersForestry:trimA:14, Greenheart Trim
StorageDrawersForestry:trimA:15, Cherry Trim
StorageDrawersForestry:trimB:0, Mahoe Trim
StorageDrawersForestry:trimB:1, Poplar Trim
StorageDrawersForestry:trimB:2, Palm Trim
StorageDrawersForestry:trimB:3, Papaya Trim
StorageDrawersForestry:trimB:4, Pine Trim
StorageDrawersForestry:trimB:5, Plum Trim
StorageDrawersForestry:trimB:6, Maple Trim
StorageDrawersForestry:trimB:7, Citrus Trim
StorageDrawersForestry:trimB:8, Giant Sequoia Trim
StorageDrawersForestry:trimB:9, Ipe Trim
StorageDrawersForestry:trimB:10, Padauk Trim
StorageDrawersForestry:trimB:11, Cocobolo Trim
StorageDrawersForestry:trimB:12, Zebrawood Trim
StorageDrawersMisc:fullDrawers1_0:0, Redwood Drawer
StorageDrawersMisc:fullDrawers1_0:1, Fir Drawer
StorageDrawersMisc:fullDrawers1_0:2, Acacia Drawer
StorageDrawersMisc:fullDrawers1_0:3, Cypress Drawer
StorageDrawersMisc:fullDrawers1_0:4, Japanese Maple Drawer
StorageDrawersMisc:fullDrawers1_0:5, Rainbow Eucalyptus Drawer
StorageDrawersMisc:fullDrawers1_0:6, Autumn Drawer
StorageDrawersMisc:fullDrawers1_0:7, Bald Cypress Drawer
StorageDrawersMisc:fullDrawers1_0:8, Sakura Drawer
StorageDrawersMisc:fullDrawers1_1:0, Yellow Drawer
StorageDrawersMisc:fullDrawers1_1:1, White Drawer
StorageDrawersMisc:fullDrawers1_1:2, Red Drawer
StorageDrawersMisc:fullDrawers1_1:3, Grey Drawer
StorageDrawersMisc:fullDrawers1_1:4, Greatwood Drawer
StorageDrawersMisc:fullDrawers1_1:5, Silverwood Drawer
StorageDrawersMisc:fullDrawers1_1:6, Rowan Drawer
StorageDrawersMisc:fullDrawers1_1:7, Alder Drawer
StorageDrawersMisc:fullDrawers1_1:8, Hawthorn Drawer
StorageDrawersMisc:fullDrawers1_1:9, Treated Wood Drawer
StorageDrawersMisc:fullDrawers1_1:10, Livingwood Drawer
StorageDrawersMisc:fullDrawers1_1:11, Dreamwood Drawer
StorageDrawersMisc:fullDrawers2_0:0, Redwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:1, Fir Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:2, Acacia Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:3, Cypress Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:4, Japanese Maple Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:5, Rainbow Eucalyptus Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:6, Autumn Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:7, Bald Cypress Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:8, Sakura Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:0, Yellow Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:1, White Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:2, Red Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:3, Grey Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:4, Greatwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:5, Silverwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:6, Rowan Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:7, Alder Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:8, Hawthorn Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:9, Treated Wood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:10, Livingwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:11, Dreamwood Drawers 1x2
StorageDrawersMisc:fullDrawers4_0:0, Redwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:1, Fir Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:2, Acacia Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:3, Cypress Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:4, Japanese Maple Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:5, Rainbow Eucalyptus Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:6, Autumn Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:7, Bald Cypress Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:8, Sakura Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:0, Yellow Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:1, White Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:2, Red Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:3, Grey Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:4, Greatwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:5, Silverwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:6, Rowan Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:7, Alder Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:8, Hawthorn Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:9, Treated Wood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:10, Livingwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:11, Dreamwood Drawers 2x2
StorageDrawersMisc:halfDrawers2_0:0, Compact Redwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:1, Compact Fir Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:2, Compact Acacia Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:3, Compact Cypress Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:4, Compact Japanese Maple Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:5, Compact Rainbow Eucalyptus Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:6, Compact Autumn Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:7, Compact Bald Cypress Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:8, Compact Sakura Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:0, Compact Yellow Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:1, Compact White Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:2, Compact Red Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:3, Compact Grey Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:4, Compact Greatwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:5, Compact Silverwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:6, Compact Rowan Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:7, Compact Alder Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:8, Compact Hawthorn Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:9, Compact Treated Wood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:10, Compact Livingwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:11, Compact Dreamwood Drawers 1x2
StorageDrawersMisc:halfDrawers4_0:0, Compact Redwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:1, Compact Fir Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:2, Compact Acacia Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:3, Compact Cypress Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:4, Compact Japanese Maple Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:5, Compact Rainbow Eucalyptus Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:6, Compact Autumn Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:7, Compact Bald Cypress Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:8, Compact Sakura Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:0, Compact Yellow Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:1, Compact White Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:2, Compact Red Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:3, Compact Grey Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:4, Compact Greatwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:5, Compact Silverwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:6, Compact Rowan Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:7, Compact Alder Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:8, Compact Hawthorn Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:9, Compact Treated Wood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:10, Compact Livingwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:11, Compact Dreamwood Drawers 2x2
StorageDrawersMisc:trim_0:0, Redwood Trim
StorageDrawersMisc:trim_0:1, Fir Trim
StorageDrawersMisc:trim_0:2, Acacia Trim
StorageDrawersMisc:trim_0:3, Cypress Trim
StorageDrawersMisc:trim_0:4, Japanese Maple Trim
StorageDrawersMisc:trim_0:5, Rainbow Eucalyptus Trim
StorageDrawersMisc:trim_0:6, Autumn Trim
StorageDrawersMisc:trim_0:7, Bald Cypress Trim
StorageDrawersMisc:trim_0:8, Sakura Trim
StorageDrawersMisc:trim_1:0, Yellow Trim
StorageDrawersMisc:trim_1:1, White Trim
StorageDrawersMisc:trim_1:2, Red Trim
StorageDrawersMisc:trim_1:3, Grey Trim
StorageDrawersMisc:trim_1:4, Greatwood Trim
StorageDrawersMisc:trim_1:5, Silverwood Trim
StorageDrawersMisc:trim_1:6, Rowan Trim
StorageDrawersMisc:trim_1:7, Alder Trim
StorageDrawersMisc:trim_1:8, Hawthorn Trim
StorageDrawersMisc:trim_1:9, Treated Wood Trim
StorageDrawersMisc:trim_1:10, Livingwood Trim
StorageDrawersMisc:trim_1:11, Dreamwood Trim
StorageDrawersNatura:fullDrawers1:0, Eucalyptus Drawer
StorageDrawersNatura:fullDrawers1:1, Sakura Drawer
StorageDrawersNatura:fullDrawers1:2, Ghostwood Drawer
StorageDrawersNatura:fullDrawers1:3, Redwood Drawer
StorageDrawersNatura:fullDrawers1:4, Blood Drawer
StorageDrawersNatura:fullDrawers1:5, Hopseed Drawer
StorageDrawersNatura:fullDrawers1:6, Maple Drawer
StorageDrawersNatura:fullDrawers1:7, Silverbell Drawer
StorageDrawersNatura:fullDrawers1:8, Amaranth Drawer
StorageDrawersNatura:fullDrawers1:9, Tigerwood Drawer
StorageDrawersNatura:fullDrawers1:10, Willow Drawer
StorageDrawersNatura:fullDrawers1:11, Darkwood Drawer
StorageDrawersNatura:fullDrawers1:12, Fusewood Drawer
StorageDrawersNatura:fullDrawers2:0, Eucalyptus Drawers 1x2
StorageDrawersNatura:fullDrawers2:1, Sakura Drawers 1x2
StorageDrawersNatura:fullDrawers2:2, Ghostwood Drawers 1x2
StorageDrawersNatura:fullDrawers2:3, Redwood Drawers 1x2
StorageDrawersNatura:fullDrawers2:4, Blood Drawers 1x2
StorageDrawersNatura:fullDrawers2:5, Hopseed Drawers 1x2
StorageDrawersNatura:fullDrawers2:6, Maple Drawers 1x2
StorageDrawersNatura:fullDrawers2:7, Silverbell Drawers 1x2
StorageDrawersNatura:fullDrawers2:8, Amaranth Drawers 1x2
StorageDrawersNatura:fullDrawers2:9, Tigerwood Drawers 1x2
StorageDrawersNatura:fullDrawers2:10, Willow Drawers 1x2
StorageDrawersNatura:fullDrawers2:11, Darkwood Drawers 1x2
StorageDrawersNatura:fullDrawers2:12, Fusewood Drawers 1x2
StorageDrawersNatura:fullDrawers4:0, Eucalyptus Drawers 2x2
StorageDrawersNatura:fullDrawers4:1, Sakura Drawers 2x2
StorageDrawersNatura:fullDrawers4:2, Ghostwood Drawers 2x2
StorageDrawersNatura:fullDrawers4:3, Redwood Drawers 2x2
StorageDrawersNatura:fullDrawers4:4, Blood Drawers 2x2
StorageDrawersNatura:fullDrawers4:5, Hopseed Drawers 2x2
StorageDrawersNatura:fullDrawers4:6, Maple Drawers 2x2
StorageDrawersNatura:fullDrawers4:7, Silverbell Drawers 2x2
StorageDrawersNatura:fullDrawers4:8, Amaranth Drawers 2x2
StorageDrawersNatura:fullDrawers4:9, Tigerwood Drawers 2x2
StorageDrawersNatura:fullDrawers4:10, Willow Drawers 2x2
StorageDrawersNatura:fullDrawers4:11, Darkwood Drawers 2x2
StorageDrawersNatura:fullDrawers4:12, Fusewood Drawers 2x2
StorageDrawersNatura:halfDrawers2:0, Compact Eucalyptus Drawers 1x2
StorageDrawersNatura:halfDrawers2:1, Compact Sakura Drawers 1x2
StorageDrawersNatura:halfDrawers2:2, Compact Ghostwood Drawers 1x2
StorageDrawersNatura:halfDrawers2:3, Compact Redwood Drawers 1x2
StorageDrawersNatura:halfDrawers2:4, Compact Blood Drawers 1x2
StorageDrawersNatura:halfDrawers2:5, Compact Hopseed Drawers 1x2
StorageDrawersNatura:halfDrawers2:6, Compact Maple Drawers 1x2
StorageDrawersNatura:halfDrawers2:7, Compact Silverbell Drawers 1x2
StorageDrawersNatura:halfDrawers2:8, Compact Amaranth Drawers 1x2
StorageDrawersNatura:halfDrawers2:9, Compact Tigerwood Drawers 1x2
StorageDrawersNatura:halfDrawers2:10, Compact Willow Drawers 1x2
StorageDrawersNatura:halfDrawers2:11, Compact Darkwood Drawers 1x2
StorageDrawersNatura:halfDrawers2:12, Compact Fusewood Drawers 1x2
StorageDrawersNatura:halfDrawers4:0, Compact Eucalyptus Drawers 2x2
StorageDrawersNatura:halfDrawers4:1, Compact Sakura Drawers 2x2
StorageDrawersNatura:halfDrawers4:2, Compact Ghostwood Drawers 2x2
StorageDrawersNatura:halfDrawers4:3, Compact Redwood Drawers 2x2
StorageDrawersNatura:halfDrawers4:4, Compact Blood Drawers 2x2
StorageDrawersNatura:halfDrawers4:5, Compact Hopseed Drawers 2x2
StorageDrawersNatura:halfDrawers4:6, Compact Maple Drawers 2x2
StorageDrawersNatura:halfDrawers4:7, Compact Silverbell Drawers 2x2
StorageDrawersNatura:halfDrawers4:8, Compact Amaranth Drawers 2x2
StorageDrawersNatura:halfDrawers4:9, Compact Tigerwood Drawers 2x2
StorageDrawersNatura:halfDrawers4:10, Compact Willow Drawers 2x2
StorageDrawersNatura:halfDrawers4:11, Compact Darkwood Drawers 2x2
StorageDrawersNatura:halfDrawers4:12, Compact Fusewood Drawers 2x2
StorageDrawersNatura:trim:0, Eucalyptus Trim
StorageDrawersNatura:trim:1, Sakura Trim
StorageDrawersNatura:trim:2, Ghostwood Trim
StorageDrawersNatura:trim:3, Redwood Trim
StorageDrawersNatura:trim:4, Blood Trim
StorageDrawersNatura:trim:5, Hopseed Trim
